Business_Name,Address_Line_1,Address_Line_2,Address_Line_3,Address_Line_4,Town,County,Post_Code,UPRN,Zone Description,Blocked,Car Free,Standard Residential,Standard Visitor,Essential Visitor,Resident Barnstaple K1,Standard Business,Charity Business,Guesthouse
,Flat 2,35 Polsloe Road,,,Exeter,,EX1 2HW,100041124484,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Exeter Motors,Polsloe Road,,,Exeter,,EX1 2NG,100041124895,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 1 Gf,61 Polsloe Road,,,Exeter,,EX1 2EA,100040229229,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat E,83 Polsloe Road,,,Exeter,,EX1 2NF,100040229257,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,60 Polsloe Road,,,Exeter,,EX1 2EA,100041124466,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,35 Polsloe Road,,,Exeter,,EX1 2HW,100041124486,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,80 Polsloe Road,,,,Exeter,,EX1 2NF,100041225543,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,30 Polsloe Road,,,Exeter,,EX1 2HW,10013039003,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039020,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Third Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013042936,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,81 Polsloe Road,,,Exeter,,EX1 2NF,10013044117,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Top Floor Flat,32 Polsloe Road,,,Exeter,,EX1 2HW,100041124491,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 2,75 Polsloe Road,,,Exeter,,EX1 2NF,100041124539,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Middle Floor Flat,32 Polsloe Road,,,Exeter,,EX1 2HW,100041124693,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 4,30 Polsloe Road,,,Exeter,,EX1 2HW,10013039006,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 5,31 Polsloe Road,,,Exeter,,EX1 2HW,10013039013,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Second Floor Flat,79 Polsloe Road,,,Exeter,,EX1 2NF,10013044122,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,82 Polsloe Road,,,Exeter,,EX1 2NF,10013044124,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Upper Floors,26 Polsloe Road,,,Exeter,,EX1 2HL,10013047528,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Jesmond Villas,Polsloe Road,,,Exeter,,EX1 2HW,100041124887,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,Jesmond Villas,Polsloe Road,,,Exeter,,EX1 2HW,100041225531,Exeter S2,-,-,No,No,No,No,No,No,No
,24 Polsloe Road,,,,Exeter,,EX1 2HL,100041225532,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 6,31 Polsloe Road,,,Exeter,,EX1 2HW,10013039010,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Second Floor,26 Polsloe Road,,,Exeter,,EX1 2HL,10013048371,Exeter S2,-,-,No,No,No,No,No,No,No
,Ground Floor,84b Polsloe Road,,,Exeter,,EX1 2NF,10013048401,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 8,52 Polsloe Road,,,Exeter,,EX1 2DS,10013048395,Exeter S2,Yes,-,No,No,No,No,No,No,No
,Flt 2nd Flr,62 Polsloe Road,,,Exeter,,EX1 2EA,10013048397,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor,84a Polsloe Road,,,Exeter,,EX1 2NF,10013048402,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 4,32 Polsloe Road,,,Exeter,,EX1 2HW,10013049454,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,1 Polsloe Road,,,,,,,10023118847,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 9,52 Polsloe Road,,,Exeter,,EX1 2DS,10023119714,Exeter S2,Yes,-,No,No,No,No,No,No,No
,Flat 1a,31 Polsloe Road,,,Exeter,,EX1 2HW,10013042968,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 5,81 Polsloe Road,,,Exeter,,EX1 2NF,10013044118,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,81 Polsloe Road,,,Exeter,,EX1 2NF,10013044120,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Bedsit 5,35 Polsloe Road,,,Exeter,,EX1 2HW,10013048381,Exeter S2,-,-,No,No,No,No,No,No,No
,Flt Grd Fl,26 Polsloe Road,,,Exeter,,EX1 2HL,10013047459,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Bedsit 4,35 Polsloe Road,,,Exeter,,EX1 2HW,10013048380,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 1,32 Polsloe Road,,,Exeter,,EX1 2HW,10013049451,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,57 Polsloe Road,,,,Exeter,,EX1 2EA,100041225539,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,62 Polsloe Road,,,,Exeter,,EX1 2EA,100041225541,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,30 Polsloe Road,,,Exeter,,EX1 2HW,10013039004,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 5,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039019,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039021,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2a,80 Polsloe Road,,,Exeter,,EX1 2NF,10013039034,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,73a Polsloe Road,,,,Exeter,,EX1 2NF,10013041895,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,Second Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013042935,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Bedsit 3,35 Polsloe Road,,,Exeter,,EX1 2HW,10013048379,Exeter S2,-,-,No,No,No,No,No,No,No
,39d Polsloe Road,,,,Exeter,,EX1 2DN,10013050096,Exeter S2,-,-,No,No,No,No,No,No,No
,Ground Floor Flat,22 Polsloe Road,,,Exeter,,EX1 2DN,100041124476,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,27 Polsloe Road,,,,Exeter,,EX1 2HW,100041225533,Exeter S2,-,-,No,No,No,No,No,No,No
,28 Polsloe Road,,,,Exeter,,EX1 2HW,100041225534,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 4,31 Polsloe Road,,,Exeter,,EX1 2HW,10013039012,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Attitude,51 Polsloe Road,,,Exeter,,EX1 2DS,10013039026,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,57 Polsloe Road,,,Exeter,,EX1 2EA,10013039027,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013047562,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor Flat,22 Polsloe Road,,,Exeter,,EX1 2HL,10013048369,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,First And Second Floors,24 Polsloe Road,,,Exeter,,EX1 2HL,10013048370,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,4 Polsloe Road,,,,Exeter,,EX1 2HL,100040229132,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,13a Polsloe Road,,,,Exeter,,EX1 2HL,100040229141,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,35a Polsloe Road,,,,Exeter,,EX1 2HW,100040229178,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,40 Polsloe Road,,,,Exeter,,EX1 2DN,100040229188,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,57 Polsloe Road,,,Exeter,,EX1 2EA,100040229220,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,59 Polsloe Road,,,,Exeter,,EX1 2EA,100040229225,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,85 Polsloe Road,,,,Exeter,,EX1 2NF,100040229262,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,46 Polsloe Road,,,,Exeter,,EX1 2DR,100041225538,Exeter S2,Yes,-,No,No,No,No,No,No,No
,Flat 7,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039024,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Wheelers,69 Polsloe Road,,,Exeter,,EX1 2NF,10013039033,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Basement Flat,52a Polsloe Road,,,Exeter,,EX1 2DS,10013042977,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1st Floor Front Flat,79 Polsloe Road,,,Exeter,,EX1 2NF,10013044113,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,First & Second Floors,32 Polsloe Road,,,Exeter,,EX1 2HW,10013048376,Exeter S2,-,-,No,No,No,No,No,No,No
,70 Polsloe Road,,,,Exeter,,EX1 2NF,10013049577,Exeter S2,-,-,No,No,No,No,No,No,No
,84 Polsloe Road,,,,Exeter,,EX1 2NF,10023117665,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,46a Polsloe Road,,,,Exeter,,EX1 2DR,10023118038,Exeter S2,-,-,No,No,No,No,No,No,No
,6 Anthony Road,,,,Exeter,,EX1 2ST,100040200797,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,33 Anthony Road,,,,Exeter,,EX1 2SS,100040200822,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,43 Anthony Road,,,,Exeter,,EX1 2SS,100040200831,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,66 Anthony Road,,,,Exeter,,EX1 2ST,100040200856,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,73 Anthony Road,,,,Exeter,,EX1 2SS,100040200861,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,1 Roseland Crescent,,,Exeter,,EX1 2TH,100041124310,Exeter S2,-,-,No,No,No,No,No,No,No
,6 Roseland Drive,,,,Exeter,,EX1 2TS,100040232177,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,22 Roseland Drive,,,,Exeter,,EX1 2TS,100040232194,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,23 Roseland Drive,,,,Exeter,,EX1 2TS,100040232195,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,3 Polsloe Road,,,,Exeter,,EX1 2HL,100040229131,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,10 Polsloe Road,,,,Exeter,,EX1 2HL,100040229138,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,36 Polsloe Road,,,,Exeter,,EX1 2DN,100040229180,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,40a Polsloe Road,,,,Exeter,,EX1 2DN,100040229187,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 2,45 Polsloe Road,,,Exeter,,EX1 2DR,100040229194,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,50 Polsloe Road,,,,Exeter,,EX1 2DS,100040229207,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,75 Polsloe Road,,,,Exeter,,EX1 2NF,100040229242,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,Flat C,83 Polsloe Road,,,Exeter,,EX1 2NF,100040229255,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,86 Polsloe Road,,,,Exeter,,EX1 2NF,100040229263,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,36a Polsloe Road,,,,Exeter,,EX1 2DN,100041045751,Exeter S2,-,-,No,No,No,No,No,No,No
,82 Polsloe Road,,,,Exeter,,EX1 2NF,100041124413,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,60 Polsloe Road,,,Exeter,,EX1 2EA,100041124464,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,45 Polsloe Road,,,,Exeter,,EX1 2DR,100041225537,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 7,31 Polsloe Road,,,Exeter,,EX1 2HW,10013039016,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 1,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039023,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,62 Polsloe Road,,,Exeter,,EX1 2EA,10013039030,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,61 Polsloe Road,,,Exeter,,EX1 2EA,10013042937,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,28 Polsloe Road,,,Exeter,,EX1 2HW,100040229163,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,Flat 2,28 Polsloe Road,,,Exeter,,EX1 2HW,100040229164,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,57 Polsloe Road,,,Exeter,,EX1 2EA,100040229222,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,58 Polsloe Road,,,,Exeter,,EX1 2EA,100040229223,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,6 Dreys Court,Polsloe Road,,,Exeter,,EX1 2NF,100040229270,Exeter S2,-,-,No,No,No,No,No,No,No
,13 Polsloe Road,,,,Exeter,,EX1 2HL,100041124388,Exeter S2,-,-,No,No,No,No,No,No,No
,Maisonette 1/2 Floors,22 Polsloe Road,,,Exeter,,EX1 2DN,100041124389,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,2 Jesmond Villas,Polsloe Road,,,Exeter,,EX1 2HW,100041124888,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 7,30 Polsloe Road,,,Exeter,,EX1 2HW,10013039009,Exeter S2,-,-,No,No,No,No,No,No,No
,(ground Floor Rear Flat),79 Polsloe Road,,,Exeter,,EX1 2NF,10013048399,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Rear Flat,27 Polsloe Road,,,Exeter,,EX1 2HW,10013048375,Exeter S2,-,-,No,No,No,No,No,No,No
,(ground Floor Front Flat),79 Polsloe Road,,,Exeter,,EX1 2NF,10013048400,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,6 Alpha Street,,,,Exeter,,EX1 2SP,100040200446,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,13 Alpha Street,,,,Exeter,,EX1 2SP,100040200453,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,20a Alpha Street,,,,Exeter,,EX1 2SP,100040200460,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 6,Shaul House,Alpha Street,,Exeter,,EX1 2SP,100041124828,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,7 Pinhoe Road,,,,Exeter,,EX4 7HR,100040228474,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,22 Pinhoe Road,,,,Exeter,,EX4 7HL,100040228491,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,23 Pinhoe Road,,,,Exeter,,EX4 7HS,100040228492,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,26 Pinhoe Road,,,,Exeter,,EX4 7HL,100040228496,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,40 Pinhoe Road,,,,Exeter,,EX4 7HL,100040228510,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,77 Pinhoe Road,,,,Exeter,,EX4 7HT,100040228552,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,34 Roseland Avenue,,,,Exeter,,EX1 2TW,100040232122,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,41 Roseland Avenue,,,,Exeter,,EX1 2TN,100040232129,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,49 Roseland Avenue,,,,Exeter,,EX1 2TN,100040232136,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,4 Roseland Drive,,,,Exeter,,EX1 2TS,100040232175,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,11 Roseland Drive,,,,Exeter,,EX1 2TS,100040232182,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,18 Roseland Drive,,,,Exeter,,EX1 2TS,100040232189,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Sampsons Lane,,,,Exeter,,EX1 2DP,100040232869,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,16 Third Avenue,,,,Exeter,,EX1 2PJ,100040236687,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,3 Third Avenue,,,,Exeter,,EX1 2PJ,100040236675,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,13 Third Avenue,,,,Exeter,,EX1 2PJ,100040236684,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,14 Third Avenue,,,,Exeter,,EX1 2PJ,100040236685,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,4 Third Avenue,,,,Exeter,,EX1 2PJ,100040236676,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,5 Third Avenue,,,,Exeter,,EX1 2PJ,100040236677,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,11 Third Avenue,,,,Exeter,,EX1 2PJ,100040236682,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,2 Third Avenue,,,,Exeter,,EX1 2PJ,100040236674,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,17 Third Avenue,,,,Exeter,,EX1 2PJ,100040236688,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,15 Third Avenue,,,,Exeter,,EX1 2PJ,100040236686,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,7 Third Avenue,,,,Exeter,,EX1 2PJ,100040236679,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,10 Third Avenue,,,,Exeter,,EX1 2PJ,100040236681,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Mallison House,Third Avenue,,,,,EX1 2PJ,100041124441,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,8 Manston Road,,,,Exeter,,EX1 2QA,100040223070,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,15 Manston Road,,,,Exeter,,EX1 2QA,100040223077,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,22 Manston Road,,,,Exeter,,EX1 2QA,100040223084,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,50 Manston Road,,,,Exeter,,EX1 2QA,100040223122,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,58 Manston Road,,,,Exeter,,EX1 2QA,100040223129,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,6 Saxon Road,,,,Exeter,,EX1 2TD,100040233036,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor Flat,33 Manston Road,,,Exeter,,EX1 2QA,10013047132,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,16 Saxon Road,,,,Exeter,,EX1 2TD,100040233046,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,41 Saxon Road,,,,Exeter,,EX1 2TD,100040233063,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Saxon Road,,,,Exeter,,EX1 2TD,100040233031,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,18 Saxon Road,,,,Exeter,,EX1 2TD,100040233048,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,45 Saxon Road,,,,Exeter,,EX1 2TD,100040233065,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,3 Pinhoe Road,,,Exeter,,EX4 7HR,100040228466,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,9 Pinhoe Road,,,,Exeter,,EX4 7HR,100040228475,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,Ground Floor Flat,48 Pinhoe Road,,,Exeter,,EX4 7HL,100040228522,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,57 Pinhoe Road,,,,Exeter,,EX4 7HS,100040228532,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,64 Pinhoe Road,,,,Exeter,,EX4 7HL,100040228539,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,3a Pinhoe Road,,,,Exeter,,EX4 7HR,100041045710,Exeter S2,-,-,No,No,No,No,Yes,No,No
,Flat 1st Flr,1 Pinhoe Road,,,Exeter,,EX4 7HP,10013047282,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat Ground Floor,17 Pinhoe Road,,,Exeter,,EX4 7HS,10013048333,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,84b Pinhoe Road,,,,Exeter,,EX4 7HL,10013048347,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,Delph House,8 Pinhoe Road,,Exeter,,EX4 7HL,10013049670,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,5 Saxon Road,,,,Exeter,,EX1 2TD,100040233035,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,21 Saxon Road,,,,Exeter,,EX1 2TD,100040233051,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,23 Saxon Road,,,,Exeter,,EX1 2TD,100040233053,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,9 Saxon Road,,,,Exeter,,EX1 2TD,100040233039,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,10 Saxon Road,,,,Exeter,,EX1 2TD,100040233040,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,29 Saxon Road,,,,Exeter,,EX1 2TD,100040233057,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Pretoria Road,,,,Exeter,,EX1 2PT,10023117786,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Daven,Pretoria Road,,,Exeter,,EX1 2PT,100040229709,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,39 Saxon Road,,,,Exeter,,EX1 2TD,100040233062,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,The Bungalow,Pretoria Road,,,Exeter,,EX1 2PT,100040229710,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,2 Saxon Road,,,,Exeter,,EX1 2TD,100040233032,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,11 Saxon Road,,,,Exeter,,EX1 2TD,100040233041,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,25 Saxon Road,,,,Exeter,,EX1 2TD,100040233055,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,27 Saxon Road,,,,Exeter,,EX1 2TD,100040233056,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,8 Saxon Road,,,,Exeter,,EX1 2TD,100040233038,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,14 Saxon Road,,,,Exeter,,EX1 2TD,100040233044,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,13 Saxon Road,,,,Exeter,,EX1 2TD,100040233043,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,37 Saxon Road,,,,Exeter,,EX1 2TD,100040233061,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,2 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241952,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,4 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241954,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,11 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241961,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,18 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241968,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,5 Anthony Road,,,,Exeter,,EX1 2SS,100040200796,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,12 Anthony Road,,,,Exeter,,EX1 2ST,100040200803,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,51 Anthony Road,,,,Exeter,,EX1 2SS,100040200839,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,56 Anthony Road,,,,Exeter,,EX1 2ST,100040200846,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,63 Anthony Road,,,,Exeter,,EX1 2SS,100040200853,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Anthony Road,,,,Exeter,,EX1 2SS,100041124452,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,21 Polsloe Road,,,,Exeter,,EX1 2HL,100040229150,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 5,28 Polsloe Road,,,Exeter,,EX1 2HW,100040229167,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,33 Polsloe Road,,,Exeter,,EX1 2HW,100040229175,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,53 Polsloe Road,,,,Exeter,,EX1 2DS,100040229212,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,57 Polsloe Road,,,Exeter,,EX1 2EA,100040229219,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Basement Flat,59 Polsloe Road,,,Exeter,,EX1 2EA,100040229226,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,64 Polsloe Road,,,,Exeter,,EX1 2EA,100040229237,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Dreys Court,Polsloe Road,,,Exeter,,EX1 2NF,100041225213,Exeter S2,-,-,No,No,No,No,No,No,No
,Flat 3,30 Polsloe Road,,,Exeter,,EX1 2HW,10013039005,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,7 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241957,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,22 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241972,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor Flat,46 Pinhoe Road,,,Exeter,,EX4 7HL,10013048338,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,Delph House,8 Pinhoe Road,,Exeter,,EX4 7HL,10013049668,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,8 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241958,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,25 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241975,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,1 Cavendish Road,,,,Exeter,,EX1 2PB,100040206215,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,20 Saxon Road,,,,Exeter,,EX1 2TD,100040233050,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,7 Cavendish Road,,,,Exeter,,EX1 2PB,100040206221,Exeter S2,-,-,Yes,Yes,No,No,No,No,No
,6 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241956,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
,23 Wyndham Avenue,,,,Exeter,,EX1 2PQ,100040241973,Exeter S2,-,-,Yes,Yes,Yes,No,No,No,No
